Title,Company,Link,Rating,Job_Description,Size,Founded,Company_Type,Industry,Revenue,CEO,Recommend,Approve
"Senior Manager, Business Planning & Sales Management, Business Analytics, Consumer Banking Group",DBS Bank,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=321738&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_dc5c2f87&cb=1522313075467&jobListingId=2699707189,3.6,"Prepare timely and relevant business performance MIS for management review

Provide market intelligence updates to facilitate decision making and strategic planning by management team

Work closely with product and sales channel in business planning and budgeting cycle

Participate in strategic planning projects and provide relevant MIS or analytical support

Requirements

4 - 5 years of experience in retail banking, preferably in business planning, finance or analytics

Degree holder in Business, Finance, Statistics or related studies

Sound knowledge in Consumer Banking products

Strong business sense and customer focus

Ability to analyze and interpret business and financial data

Good communication and interpersonal skill

Conversant with PC application including MS Excel, Powerpoint and Word

Knowledge in statistical tools such as SAS, SQL and VBA is preferred",5001 to 10000 employees,1968,Public (D05),Finance,$5 to $10 billion (USD) per year,Piyush Gupta,66,90
APAC - Markets Quantitative Analysis (MQA) - Quantitative Analyst - VP,Citibank,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=133266&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e18eb8ee&cb=1522313075468&jobListingId=2701333005,3.5,"Primary Location: Hong Kong SAR of PRC,Hong Kong,Hong Kong
Education: Bachelor's Degree
Job Function: Trading
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: Yes, 10 % of the Time
Job ID: 18019503
Description

Responsibilities:
Research, development and maintenance of trading algorithms and models
Re-optimize algorithm behavior (e.g., placement functionality, timing, etc.)
Work with external and internal clients (e.g., trading desks) to analyze performance and trading functionality
Write and maintain documentation of algorithm models, code, test cases and test results
Ensure the Algorithmic product is correctly deployed and administered. Including, but not limited to compliance and trading risk limits and client customizations
Participate in training of users and stakeholders and ensure all users have a minimum level of understanding of the Algorithmic platform
Qualifications
Bachelor degree or above qualification in a mathematical, finance or computer programming-based discipline
Relevant experience of equity products and trading concepts
Strong analytical skills and experience analyzing large data sets
Statistical modeling experience and time-series techniques
Experience with KDB databases and q, or other functional programming languages
Understanding of operational and trading risk and the application of risk management systems
Preference for proficiency and demonstrated experience in an object-oriented programing language (e.g., Java, Python)",,,,,,Michael Corbat,67,84
APAC - Markets Quantitative Analysis (MQA) - Quantitative Analyst - VP,Citi,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=72218&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ba16db60&cb=1522313075470&jobListingId=2701188529,3.5,"Primary Location: Hong Kong SAR of PRC,Hong Kong,Hong Kong
Education: Bachelor's Degree
Job Function: Trading
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: Yes, 10 % of the Time
Job ID: 18019503
Description

Responsibilities:
Research, development and maintenance of trading algorithms and models
Re-optimize algorithm behavior (e.g., placement functionality, timing, etc.)
Work with external and internal clients (e.g., trading desks) to analyze performance and trading functionality
Write and maintain documentation of algorithm models, code, test cases and test results
Ensure the Algorithmic product is correctly deployed and administered. Including, but not limited to compliance and trading risk limits and client customizations
Participate in training of users and stakeholders and ensure all users have a minimum level of understanding of the Algorithmic platform
Qualifications
Bachelor degree or above qualification in a mathematical, finance or computer programming-based discipline
Relevant experience of equity products and trading concepts
Strong analytical skills and experience analyzing large data sets
Statistical modeling experience and time-series techniques
Experience with KDB databases and q, or other functional programming languages
Understanding of operational and trading risk and the application of risk management systems
Preference for proficiency and demonstrated experience in an object-oriented programing language (e.g., Java, Python)",10000+ employees,1812,Public (C),Finance,$10+ billion (USD) per year,Michael Corbat,71,87
MACHINE LEARNING ENGINEER,Grey Anderson Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=14294&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_90db3094&cb=1522313075471&jobListingId=2635495520,,"Responsibilities:
Research and develop Machine Learning solutions that can impact on the business
Implement deep learning models and bring them into production
Work closely with world class data scientists and ML/ software developers through the entire R&D pipeline starting from problem analysis to model prototyping& implementation till deployment and maintaining
Responsible for testing software functional; maintain and improve in-house software modules.
Requirements:
Bachelor or Master Degree in Computer Science/ Statistics or any related quantitative disciplines
Proficiency in one object-oriented programming languages (Python, Ruby, Javascript etc.)
Research experience in AI/ML/CV in companies or university research labs is a plus
Hands-on experience in machine learning tools and scripting (e.g. bash)
Understand on common ML algorithms (e.g. SVM, Bayesian regression, Neural networks, etc.)
Strong communication skills in spoken and written English and Chinese (Mandarin/Cantonese)
If you would like to apply for this role or find out more, please contact Cicely Leung on (852) 2177 7577 or cicely.leung@greyanderson.com.",1 to 50 employees,Unknown,Private,Unknown,Unknown / Non-Applicable per year,,,
"Associate, Rating Analytical (Commodities Sector)",S&P Global,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=4120&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9f7b78b7&cb=1522313075472&jobListingId=2673220088,3.4,"JobDescription :
The Role: Associate, Rating Analytical (Commodities Sector)

The Location: Hong Kong

The Team / The Business: You will be part of a global and multicultural team.

The Impact: You will analyze original, non-routine and complex situations in a timely, orderly and insightful manner. Developing and maintaining a deep understanding of industry trends and issues.

The Career Opportunity: This is a great opportunity for experienced professionals within the financial industry to deepen its analytical skills and industry insights. You will act in an analytical position covering a portfolio of leading corporate issuers in the commodity sectors in the Great China region. As a primary analyst for credits in the corporate sectors, you will not only perform analytical work and write reports, but also demonstrate your analytical insight to internal and external audiences in an international working environment.

Responsibilities:
Responsible for managing a portfolio of credits
Attend meetings and interact with senior management of corporations to obtain information upon which to base credit rating decisions
Actively participate and be engaged in rating committees. Present recommendations and your rationale to the rating committee
Actively participate in regional and global analytical work groups to maintain and enhance our analytical industry expertise
Prepare a variety of materials suitable for publication (rating reports, press releases) to disseminate and explain our ratings on a timely basis
Prepare commentaries/ papers on areas of expertise for publication
Share knowledge/ participate in initiatives to improve group operations (through sharing analytical expertise, coaching to more junior staff, project work)
Cooperate with non-analytical staff to ensure that the process dimension of the analytical process is properly executed
Demonstrate service excellence and professionalism towards external and internal clients
What we're looking for:
Bachelor degree holder of Finance, Business Administration, or a related subject
Holder of CFA Designation is preferable
5 years of relevant work experience as a credit analyst, equity research or auditing, consulting experience in the commodity related sectors.
Strong network and understanding of the Commodities (chemicals, metals & mining) market in the Greater China region
Strong verbal and written communication skills in English and Mandarin
Solid analytical capability, team player and has good time management skills
Able to multi-task and meet projects with a tight time frame
Ability to work under tight deadlines in a fast-changing, global and regulated environment
Willingness to travel, sometimes at short notice
About S&P Global Ratings

S&P Global Ratings is the world's leading provider of independent credit ratings. Our ratings are essential to driving growth, providing transparency and helping educate market participants so they can make decisions with confidence. We have more than 1 million credit ratings outstanding on government, corporate, financial sector and structured finance entities and securities. We offer an independent view of the market built on a unique combination of broad perspective and local insight. We provide our opinions and research about relative credit risk; market participants gain independent information to help support the growth of transparent, liquid debt markets worldwide.

S&P Global Ratings is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.spglobal.com/ratings

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.

Job ID :
235994

Posted On :
2-26-2018

Location :
Hong Kong, HK",10000+ employees,1888,Public (SPG1200),Finance,$5 to $10 billion (USD) per year,Douglas L. Peterson,68,87
ICG Markets - Prime Finance Quantitative Analyst,Citi,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=72218&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c72ab6ad&cb=1522313075473&jobListingId=2701190680,3.5,"Primary Location: Hong Kong SAR of PRC,Hong Kong,Hong Kong
Education: Bachelor's Degree
Job Function: Trading
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: No
Job ID: 18018689
Description

Within the Equities and Prime Finance business, the Equity Financial Resource Management team is responsible for efficient secured funding of all equity collateral (across Prime, Delta One and Equities), optimization of scarce resources, FRM analytics and client returns. The Returns team focus on platform returns optimization through implementing industrial tools for collateral optimization and liquidity management. The team designs and models Client Analytics platform to increase revenues and market share globally. Additionally, development of quantitative models to support Prime Finance and Delta One trading desks is a part of the core strategy.
Key Responsibilities:
Produce analytics which incorporate capital, balance sheet, liquidity, P&L and returns
Optimize sources and uses of Assets/Liabilities for an efficient and dynamic inventory management
Translate regulatory drivers into analytics for pricing and decision making processes
Build a strong partnership with Technology teams globally to deliver a robust infrastructure
Interaction with trading and sales teams to support pricing and revenue generation
Monitor client returns and identify optimization trades and opportunities
APAC Pricing portfolio financing across Prime Finance and Delta One
Maintain quick responsiveness to clients with regards to analysis and requests in the region
Qualifications

Qualifications and Competencies
Strong analytical and programming background with specific experience in non-linear optimization and portfolio optimization
Experience in object-orientated programming and the architecture of trading platforms
Understanding of the Equities business essential and exposure to Delta One and Prime Finance a significant advantage
Excellent communication skills",10000+ employees,1812,Public (C),Finance,$10+ billion (USD) per year,Michael Corbat,71,87
"Vice President / Assistant Vice President (Data Governance Lead), Data Management and Analytics",DBS Bank,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=125450&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2dc10d0e&cb=1522313075474&jobListingId=2699651863,3.6,"Work with the Group Data Office to implement the latest Group Data Governance model and be responsible for data governance book of work for in-country Data Office.

Work with Data Owners and Data Stewards to implement Data Governance and establish data definitions, monitoring requirements, and gaining support for Governance - this will be very challenging as it will require a cultural shift in the organization.

Train, support and monitor Data Stewards, Data Owners and IT Application managers across the organization to strengthen the application of data management and quality requirements in business and IT.

Work with Data Stewards to Implement data quality program, facilitate issue remediation and manage escalated issues that have not been resolved to the business satisfaction.

Work with IT teams to make sure IT projects fulfill the defined data management requirements

Develop key metrics and reporting that include key messages, control and operational effectiveness, and overall status

Prepare presentations and materials for stakeholder reviews, project team meetings, Data Management Council, Data Governance Metrics Review

Requirements

Minimum 5 years of experience in data management / data governance covering data quality management and metrics, and business metadata management.

Experience in rolling out data governance / data aggregation frameworks like BCBS239 is an advantage.

Preferably possess knowledge of banking data (like customer information, products and transaction information) and data privacy, operations, and technology functions

Demonstrate track record of a high level of personal initiative and leadership, and of setting and achieving challenging goals.; Excellent management and delivery skills

Able to dive into details and abstract the detail for executive communication

Able to work effectively and build strong relationships with teams throughout the organization

Take accountability for completing deliverables and enjoys owning tasks and jumping in to deliver.

Independent, organized, self-motivated and a team player.

Excellent verbal and written communication and presentation skills, with good attention to detail.

Able to think through and outline work processes in a thoughtful and detailed manner

Able to prioritize and handle multiple tasks effectively and work in evolving / changeable environment.

Possesses excellent judgment, knows when to escalate complex issues to senior management or business partners with relevant expertise.

Knowledge and experience with data related technologies like Oracle DB, Teradata SQL and data visualization tools like Qlikview preferred.

Exposure in using enterprise architecture and data management tools like MEGA, Collibra, Protiviti etc. preferred.",5001 to 10000 employees,1968,Public (D05),Finance,$5 to $10 billion (USD) per year,Piyush Gupta,66,90
"Director, Ratings Analytical – Consumer Sector",S&P Global,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=4120&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a210e68d&cb=1522313075475&jobListingId=2706538645,3.4,"JobDescription :
The Role: Director, Ratings Analytical - Consumer Sector

The Location: Hong Kong

The Team: You will be part of a global and multicultural team.

The Impact: You will analyze original, non-routine and complex situations in a timely, orderly and insightful manner. Developing and maintaining a deep understanding of industry trends and issues.

What's in it for you: This position acts as a senior member of rating committees as well as criteria committees.This position could also acts as chairperson of the rating committee in their area of expertise to assure the integrity of the ratings process. At this level, the incumbent will typically initiate, not just implement, identification and development of criteria, policy and analytical deliberations. The role will undertake credit analysis on companies and assume sector responsibility.

Responsibilities
Take direct responsibility as primary analyst over a small portfolio of sensitive, complex ratings analyzing pertinent information and data necessary for rating determination
Analytical oversight (surveillance requirement, analysis accuracy)
Criteria and thought leadership development. The director will be assigned to more complex credit ratings or deals and serve as an active member in supporting rating criteria committee and as a chair of the rating committees.
The director will assure that the analytical guidelines, procedures and policies established for ratings are adhered to by the analytical staff
Support business growth and franchise - as a spokesperson (via media, seminars or our own media platform) for corporate and infrastructure analytics and will need to work with the CBM team in explaining analytics for outreach activities
External communication and outreach - the director must develop effective relationships with issuers, intermediaries and investors
The director will lead the team producing thought leadership initiatives and commentaries
Functional and Business Knowledge
Has good knowledge of the overall global fixed income market and deep understanding of the corporate industry (ideally with a focus on consumer, retail, pharmaceutical and/or gaming sectors)
Remains current on research, trends and market conditions. Generates innovative ideas that provide new learnings for their business or teams
Understands how work of team impacts the business unit
Problem Solving
Solves complex, non-routine problems, using analytical judgement
Reviews analytic models created by others in the team for use internally
Interactions
Support business growth and franchise - as a spokesperson (via media, seminars or our own media platform) for corporate and infrastructure analytics and will need to work with the CBM team in explaining analytics for outreach activities
External communication and outreach - the director must develop effective relationships with issuers, intermediaries and investors.
The incumbent will coordinate with analysts, manager and staff at all levels of the organization to ensure smooth and efficient analytical work process/procedures
Typical Scope & Impact
To handle multi tasks or projects with tight timeline
To build or keep team's moral performance and at the same time to handle staff conflicts and non-performer
To meet regular surveillance timeliness needs and also to act on ad hoc or unexpected events and projects
To tackle heavy workload with limited resources
To solve common problem without cooperation or control over other teams (include non-analytical team)
What we're looking for
Bachelor degree in finance, economic, business or accounting major
MBA or CFA Holder will be preferred
10-15 years of significant experience in financial services, credit or a relevant corporate sector experience strongly preferred
Knowledge: With strong analytical capability - either strong credit analysis background or equity research background
Personal skills: Team player, good time management and strong communication skills
Strong verbal and written communication skills in English
Has ability to mentor others
About S&P Global Ratings

S&P Global Ratings is the world's leading provider of independent credit ratings. Our ratings are essential to driving growth, providing transparency and helping educate market participants so they can make decisions with confidence. We have more than 1 million credit ratings outstanding on government, corporate, financial sector and structured finance entities and securities. We offer an independent view of the market built on a unique combination of broad perspective and local insight. We provide our opinions and research about relative credit risk; market participants gain independent information to help support the growth of transparent, liquid debt markets worldwide.

S&P Global Ratings is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.spglobal.com/ratings

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.

Job ID :
236513

Posted On :
3-27-2018

Location :
Hong Kong, HK",10000+ employees,1888,Public (SPG1200),Finance,$5 to $10 billion (USD) per year,Douglas L. Peterson,68,87
APAC - HKG - Citi Research - Data Science Consultant,Citibank,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=133266&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7367e4ce&cb=1522313075477&jobListingId=2702707177,3.5,"Primary Location: Hong Kong SAR of PRC,Hong Kong,Hong Kong
Education: Bachelor's Degree
Job Function: Research
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: Yes, 10 % of the Time
Job ID: 18019521
Description

Citi Research, in partnership with Investor Sales, is establishing a Data Science Consulting team to provide bespoke consulting services to Investor clients of Markets & Securities Services.

The Data Science Consultant role will be a key client facing position to directly work with Investor Clients on bespoke Data Science requests and projects. The role will support Investor Sales and Relationship Manager teams in the region and represent a range of Non-Markets Alternative Data products and services proposed for the new function.

Key Responsibilities
Meet with Investor Clients to discuss their plans and requests for bespoke Data Science projects
Introduce the range of Non-Markets Alternative Data Assets and Services on offer to Investor Clients and provide support to trial and test data sets for ongoing consumption
Shape project engagements for prioritization by regional Sales & Relationship Management leads.
Execute projects, from shaping and pricing, through design and execution, and then final delivery
Interact with the internal Research Innovation Lab to leverage core capabilities required to execute the projects
Interact with regional and global stakeholders to explain the new Data Science Consulting service and showcase examples of the project work being conducted
Represent the firm at industry conferences and external events, so that we establish a leading brand in the provision of Big Data Consulting services within the Investment Management industry
Qualifications

Key Skills
Experienced with Data Science techniques and toolsets, including core technologies such as Hadoop, Apache/Spark, MongoDB and others
Experience using Alternative Data such as unstructured data sourced from foot-traffic (cell-phone signals), satellite images, transaction data (credit cards, point-of-sale systems), aggregated financial flows (institutional), geo-spatial data sets, and others
Understanding of the Consultant role and experience shaping and executing projects for an external client
Demonstrated ability to execute and deliver high quality projects
Experience in investment management Research process, either fundamental or quantitative",5001 to 10000 employees,1812,Subsidiary or Business Segment,Finance,$50 to $100 million (USD) per year,Michael Corbat,67,84
BIG DATA ARCHITECT,Palo IT,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=4120&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_2c285129&cb=1522313075478&jobListingId=2646373474,4.4,"Sorcerer's apprentice, you master Hadoop, Spark et Cassandra and you know how to implement them for the benefit of a higher calling to draw the quintessence of Data. Thanks to knowledge sharing, you keep enhancing your skills to become one day elected by your peers Master of data.

Your role on the project

Within exciting projects, you will advise and support our customers in the identification of the impact of Big Data on their information system. There, you will develop Proofs of Concept. tu developperas des Proofs of Concept. In a continuous improvement approach, you will implement new architecture and solution patterns. You will work towards the delivery of Big Data or Data Labs framework using Lean Startup models.

Your role at PALO IT

You will be invited to take part in R&D works done within our Practices. You will have the chance to assist or be a speaker at must-attend international IT conferences. You will have the opportunity to write articles for our Blog or specialized press. Genuine ambassador of PALO IT, you will present our offers and take and active role in the development of the company.

Your technical environment

# Big Data: Hadoop (HDFS, MapReduce, Hive, Pig, Storm, Flume), ElasticSearch, Spark, NoSQL (Cassandra, MongoDB, Redis, Riak, Neo4j).
WHY US ?

Palo IT is a learning company guided by the values of Agility and craftsmanship offering you multiple possibilities to express yourself and enhance your skills through :

# Our monthly BarCamps;
# Our R&D projects;
# Our Practices (Development, Architecture, Lean & Agile, Big Data);
# Our missions high added value missions in France and internationally that will make you discover new horizons;
# Our participation to and sponsoring of major technical events;
# And our parties parties = FUN !

Firmly focusing on international expansion, we have offices in France, Hong Kong and Singapore, meet us to continue this growth !
Your profile

Graduated from an Engineering School, with 5 to 15 years of experience on a similar position. You are passionate about new technologies and digital innovation. Agility doesn't have any secret for you: in an environment driven by Time-To-Market, you have good communication skills, are independent and able to make significant proposals.",201 to 500 employees,2009,Private,Information Technology,$25 to $50 million (USD) per year,Stanislas Bocquet,89,100
"VP / AVP, Data Analyst, Treasury and Markets Business Management & Support",DBS Bank,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=125450&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a2c3660d&cb=1522313075479&jobListingId=2699652861,3.6,"In order to properly build out the Treasury & Markets (T&M) data analytics capability, there is a need to create a team with proper data science experience and skillset to assist in sourcing, compiling, designing and analyzing T&M's structured and unstructured data into a proper data model framework to facilitate targeting potential business opportunities, process inefficiencies and overall business trends.

Work together with Innovation Lead to partner across T&M teams to assess business needs and identify opportunities to apply data analytics

Assist in defining analytical strategy, including analytical approaches, data and technology requirements

Use appropriate machine-learning / statistical methods to develop advanced data analytics models to uncover irregular and hidden patterns and predict risk events under comprehensive scenarios

Ability to create effective data visualization of results to present key findings to senior management and/or other stakeholders with actionable recommendations

Assist in automating and deploying data analytics models in banking environment

Requirements

Advanced degree holder in Computer Science, Machine Learning, Statistics, Applied Mathematics or related science / engineering fields

Has at least 4-6 years of relevant experience in Data Analysis, Data Science, Business Intelligence or other related fields, including a minimum 2 years' hands-on experience in developing machine learning models (preferred)

Hands-on experience in Python, R, SQL or other statistical program languages and/or experience in using commercial statistical analytics tools, e.g. SAS, SPSS

Experience with JavaScript libraries or other visualization tool is an advantage

Kaggle experience is a plus

Independent self-starter with ability to multitask

Expert problem solving skills, strong attention to detail, creative mindset and interest in data analytics

Project management skills with experience planning and coordinating full project lifecycle for data and research focused projects (VP)

Effective interpersonal and organizational skills

Good command of English, Mandarin a plus

Have a 'can-do' attitude",5001 to 10000 employees,1968,Public (D05),Finance,$5 to $10 billion (USD) per year,Piyush Gupta,66,90
"Associate, Ratings Analytical (Property Sector)",S&P Global,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=4120&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ffd485f7&cb=1522313075481&jobListingId=2673220125,3.4,"JobDescription :
The Role: Associate, Ratings Analytical (Property Sector)

The Location: Hong Kong

The Team / The Business: You will be part of a global and multicultural team.

The Impact: You will analyze original, non-routine and complex situations in a timely, orderly and insightful manner. Developing and maintaining a deep understanding of industry trends and issues.

What's in it for you: This is a great opportunity for experienced professionals within the financial industry to deepen its analytical skills and industry insights. You will act in an analytical position covering a portfolio of leading corporate issuers in the Greater China region. As a primary analyst for credits in the corporate sectors, you will not only perform analytical work and write reports, but also demonstrate your analytical insight to internal and external audiences in an international working environment.

Responsibilities:
Responsible for managing a portfolio of credits
Attend meetings and interact with senior management of corporations to obtain information upon which to base credit rating decisions
Actively participate and be engaged in rating committees. Present recommendations and your rationale to the rating committee
Actively participate in regional and global analytical work groups to maintain and enhance our analytical industry expertise
Prepare a variety of materials suitable for publication (rating reports, press releases) to disseminate and explain our ratings on a timely basis
Prepare commentaries/ papers on areas of expertise for publication
Share knowledge/ participate in initiatives to improve group operations (through sharing analytical expertise, coaching to more junior staff, project work)
Cooperate with non-analytical staff to ensure that the process dimension of the analytical process is properly executed
Demonstrate service excellence and professionalism towards external and internal clients
What we're looking for:
Bachelor degree holder of Finance, Business Administration, or a related subject
Holder of CFA Designation is preferable
5 years of relevant work experience as a credit analyst, equity research, auditing or consulting experience
Strong network and understanding of the property market in the Greater China region
Strong verbal and written communication skills in English and Mandarin
Solid analytical capability, team player and has good time management skills
Able to multitask and meet projects with a tight timeframe
Ability to work under tight deadlines in a fast-changing, global and regulated environment
Willingness to travel, sometimes at short notice
About S&P Global Ratings

S&P Global Ratings is the world's leading provider of independent credit ratings. Our ratings are essential to driving growth, providing transparency and helping educate market participants so they can make decisions with confidence. We have more than 1 million credit ratings outstanding on government, corporate, financial sector and structured finance entities and securities. We offer an independent view of the market built on a unique combination of broad perspective and local insight. We provide our opinions and research about relative credit risk; market participants gain independent information to help support the growth of transparent, liquid debt markets worldwide.

S&P Global Ratings is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.spglobal.com/ratings

S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.

Job ID :
236030

Posted On :
2-26-2018

Location :
Hong Kong, HK",10000+ employees,1888,Public (SPG1200),Finance,$5 to $10 billion (USD) per year,Douglas L. Peterson,68,87
Solution Analyst - Business Intelligence Competency Centre (Big Data Platform & Data Engineerin,Cathay Pacific,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=4120&s=58&guid=0000016270ee19bd8c8c736f391bff3a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c4449749&cb=1522313075482&jobListingId=2700010835,3.2,"Location: Hong Kong

Department: Information Technology - Business Intelligence Competency Centre (Big Data Platform & Data Engineering)

Report To: Senior Soulution Lead

This role will ensure requirements are mapped and documented to functional and technical specifications for software development of complex and cross-departmental / cross domains projects / programmes through working with various internal and external stakeholders and leveraging external and internal resources to deliver quality and working software application(s) that is aligned with business vision and goal in the delivered software application.

Key Responsibilities:
Analyze requirements and assess detailed solutions from system perspectives
Support solution design and contribute expertise to ensure high level design decisions are able to be delivered
Contribute expertise to ensure requirements are mapped and documented to functional and technical specifications for software development projects
Contribute expertise in supporting the development of technical specification
Develop and support solutions components using Hadoop, spark, cloud and other relevant technologies such as python
Work as part of project teams using various delivery methodology and potentially support all aspects of the delivery including analysis, testing and demonstration
Oversee and QA the development of all solution components ensuring this meets requirements and complies with all relevant Cathay Pacific standards
Contribute and follow standards and frameworks for development
Collaborate with other IM domains to drive innovation
Keep abreast of the business strategy, business plan and latest industrial trends
Requirements:
4 years of IT experience with at least 2 years hands-on implementation experience in big data platform and/or data engineering
Bachelor degree (or equivalent education qualifications) in Computer Science, Computer Engineering, or related disciplines
Proven experience in applying Software Engineering best practices and techniques such as structured analysis, use cases and formal estimation
Essential to understand application development methodologies, Big Data Architecture, ELT design, and real time streaming
Essential to possess knowledge and experience on Hadoop and cloud based design and development
Knowledge in Hadoop on cloud, Spark, python, R, Hadoop ecosystems, Node.js, open source, etc
Knowledge in Machine Learning and data wrangling
Ability to listen and articulate ideas verbally and in written formats to a broad range of audiences; ability to ask probing questions and deliver presentations
Strong interpersonal skills; promoting healthy relationships and team dynamics with internal and external stakeholders
Well-developed analytical, problem-solving, and decision-making skills, leveraging both logic and creativity; strong troubleshooting skills; ability to identify patterns and generate ideas
Focus on the end user's or customer's needs
Good understanding of technology concepts, trends and capabilities
Application Deadline: 8 April 2018

Cathay Pacific is an Equal Opportunities Employer. Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only. Candidates not notified within eight weeks may consider their application unsuccessful. All related information will be kept in our file for up to 24 months. A copy of our Personal Information Collection Statement will be provided upon request by contacting our Data Protection Officer.

Job Segment:
Database, Engineer, Business Intelligence, Computer Science, Application Developer, Technology, Engineering",10000+ employees,Unknown,Public (CPCAY),Travel & Tourism,$10+ billion (USD) per year,John R. Slosar,56,52
